Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano,Sexo (Código),Sexo,Cor ou raça (Código),Cor ou raça,Idade (Código),Idade
6,Município,2,%,95.58,4307831,Eugênio de Castro - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.57,4307864,Fagundes Varela - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.09,4307906,Farroupilha - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.64,4308003,Faxinal do Soturno - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.05,4308052,Faxinalzinho - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.57,4308078,Fazenda Vilanova - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.64,4308102,Feliz - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.89,4308201,Flores da Cunha - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.96,4308250,Floriano Peixoto - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,88.55,4308300,Fontoura Xavier - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.81,4308409,Formigueiro - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.49,4308433,Forquetinha - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.87,4308458,Fortaleza dos Valos - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.6,4308508,Frederico Westphalen - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.11,4308607,Garibaldi - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,90.97,4308656,Garruchos - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.71,4308706,Gaurama - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.27,4308805,General Câmara - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.17,4308854,Gentil - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.98,4308904,Getúlio Vargas - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.45,4309001,Giruá - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.64,4309050,Glorinha - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.52,4309100,Gramado - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,86.7,4309126,Gramado dos Loureiros - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.73,4309159,Gramado Xavier - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.59,4309209,Gravataí - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.68,4309258,Guabiju - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.68,4309308,Guaíba - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.44,4309407,Guaporé - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.6,4309506,Guarani das Missões - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.6,4309555,Harmonia - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.09,4309571,Herveiras - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.69,4309605,Horizontina - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.84,4309654,Hulha Negra - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.95,4309704,Humaitá - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.58,4309753,Ibarama - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.41,4309803,Ibiaçá - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.48,4309902,Ibiraiaras - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.91,4309951,Ibirapuitã - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.77,4310009,Ibirubá - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.61,4310108,Igrejinha - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.11,4310207,Ijuí - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.63,4310306,Ilópolis - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.86,4310330,Imbé - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.14,4310363,Imigrante - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.63,4310405,Independência - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,90.72,4310413,Inhacorá - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.52,4310439,Ipê - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.94,4310462,Ipiranga do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92,4310504,Iraí - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.27,4310538,Itaara - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.64,4310553,Itacurubi - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.36,4310579,Itapuca - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.37,4310603,Itaqui - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.67,4310652,Itati - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.22,4310702,Itatiba do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.51,4310751,Ivorá - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.36,4310801,Ivoti - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,89.96,4310850,Jaboticaba - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,89.9,4310876,Jacuizinho - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.16,4310900,Jacutinga - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.76,4311007,Jaguarão - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.07,4311106,Jaguari - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.04,4311122,Jaquirana - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.72,4311130,Jari - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.49,4311155,Jóia - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.7,4311205,Júlio de Castilhos - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.59,4311239,Lagoa Bonita do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,83.64,4311254,Lagoão - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.61,4311270,Lagoa dos Três Cantos - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.09,4311304,Lagoa Vermelha - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.76,4311403,Lajeado - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,87.99,4311429,Lajeado do Bugre - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.56,4311502,Lavras do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,90.79,4311601,Liberato Salzano - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.04,4311627,Lindolfo Collor - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.69,4311643,Linha Nova - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.32,4311700,Machadinho - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.92,4311718,Maçambará - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.56,4311734,Mampituba - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.17,4311759,Manoel Viana - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.33,4311775,Maquiné - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.67,4311791,Maratá - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.02,4311809,Marau - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.93,4311908,Marcelino Ramos - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.45,4311981,Mariana Pimentel - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.23,4312005,Mariano Moro - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.62,4312054,Marques de Souza - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.49,4312104,Mata - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.93,4312138,Mato Castelhano - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.67,4312153,Mato Leitão - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.89,4312179,Mato Queimado - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.15,4312203,Maximiliano de Almeida - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.33,4312252,Minas do Leão - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.19,4312302,Miraguaí - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.91,4312351,Montauri - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.4,4312377,Monte Alegre dos Campos - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.62,4312385,Monte Belo do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.14,4312401,Montenegro - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.47,4312427,Mormaço - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.17,4312443,Morrinhos do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.17,4312450,Morro Redondo - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.48,4312476,Morro Reuter - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.48,4312500,Mostardas - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.05,4312609,Muçum - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.56,4312617,Muitos Capões - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.4,4312625,Muliterno - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.37,4312658,Não-Me-Toque - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.87,4312674,Nicolau Vergueiro - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.62,4312708,Nonoai - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.14,4312757,Nova Alvorada - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.41,4312807,Nova Araçá - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.41,4312906,Nova Bassano - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.35,4312955,Nova Boa Vista - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.96,4313003,Nova Bréscia - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.9,4313011,Nova Candelária - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.7,4313037,Nova Esperança do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.83,4313060,Nova Hartz - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.85,4313086,Nova Pádua - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.67,4313102,Nova Palma - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.62,4313201,Nova Petrópolis - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.95,4313300,Nova Prata - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.26,4313334,Nova Ramada - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.38,4313359,Nova Roma do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.03,4313375,Nova Santa Rita - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.73,4313391,Novo Cabrais - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.75,4313409,Novo Hamburgo - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.05,4313425,Novo Machado - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.38,4313441,Novo Tiradentes - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.48,4313466,Novo Xingu - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.86,4313490,Novo Barreiro - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.21,4313508,Osório - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.77,4313607,Paim Filho - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.86,4313656,Palmares do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.7,4313706,Palmeira das Missões - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93,4313805,Palmitinho - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.91,4313904,Panambi - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.7,4313953,Pantano Grande - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.25,4314001,Paraí - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.13,4314027,Paraíso do Sul - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.1,4314035,Pareci Novo - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.68,4314050,Parobé - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.18,4314068,Passa Sete - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.04,4314076,Passo do Sobrado - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.54,4314100,Passo Fundo - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.74,4314134,Paulo Bento - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.21,4314159,Paverama - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.23,4314175,Pedras Altas - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.6,4314209,Pedro Osório - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97,4314308,Pejuçara - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.19,4314407,Pelotas - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,98.56,4314423,Picada Café - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.38,4314456,Pinhal - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.26,4314464,Pinhal da Serra - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.86,4314472,Pinhal Grande - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.61,4314498,Pinheirinho do Vale - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.01,4314506,Pinheiro Machado - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.63,4314548,Pinto Bandeira - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,90.13,4314555,Pirapó - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.85,4314605,Piratini - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.17,4314704,Planalto - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.87,4314753,Poço das Antas - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,96.17,4314779,Pontão - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,95.98,4314787,Ponte Preta - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,97.09,4314803,Portão - RS,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
