Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano,Sexo (Código),Sexo,Cor ou raça (Código),Cor ou raça,Idade (Código),Idade
6,Município,2,%,71.09,2702355,Craíbas - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.52,2702405,Delmiro Gouveia - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.73,2702504,Dois Riachos - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,65.8,2702553,Estrela de Alagoas - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,69.56,2702603,Feira Grande - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.63,2702702,Feliz Deserto - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.77,2702801,Flexeiras - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,69.76,2702900,Girau do Ponciano - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,70.22,2703007,Ibateguara - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,71.01,2703106,Igaci - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.01,2703205,Igreja Nova - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,71.31,2703304,Inhapi - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.23,2703403,Jacaré dos Homens - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.88,2703502,Jacuípe - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.06,2703601,Japaratinga - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,68.76,2703700,Jaramataia - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.26,2703759,Jequiá da Praia - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,69.39,2703809,Joaquim Gomes - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.3,2703908,Jundiá - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.9,2704005,Junqueiro - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.44,2704104,Lagoa da Canoa - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,73.79,2704203,Limoeiro de Anadia - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.58,2704302,Maceió - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.45,2704401,Major Isidoro - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.12,2704500,Maragogi - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.13,2704609,Maravilha - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,86.53,2704708,Marechal Deodoro - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.4,2704807,Maribondo - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.24,2704906,Mar Vermelho - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,68.92,2705002,Mata Grande - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.66,2705101,Matriz de Camaragibe - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79,2705200,Messias - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,67.48,2705309,Minador do Negrão - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,73.54,2705408,Monteirópolis - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.35,2705507,Murici - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,73.33,2705606,Novo Lino - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.95,2705705,Olho d'Água das Flores - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.24,2705804,Olho d'Água do Casado - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,67.88,2705903,Olho d'Água Grande - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.68,2706000,Olivença - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.55,2706109,Ouro Branco - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.08,2706208,Palestina - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.17,2706307,Palmeira dos Índios - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.88,2706406,Pão de Açúcar - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.76,2706422,Pariconha - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,84.48,2706448,Paripueira - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.25,2706505,Passo de Camaragibe - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.89,2706604,Paulo Jacinto - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.05,2706703,Penedo - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.17,2706802,Piaçabuçu - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.51,2706901,Pilar - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.64,2707008,Pindoba - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.24,2707107,Piranhas - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,73.27,2707206,Poço das Trincheiras - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.87,2707305,Porto Calvo - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.92,2707404,Porto de Pedras - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.69,2707503,Porto Real do Colégio - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.89,2707602,Quebrangulo - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,86.86,2707701,Rio Largo - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.97,2707800,Roteiro - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,85.3,2707909,Santa Luzia do Norte - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.03,2708006,Santana do Ipanema - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.17,2708105,Santana do Mundaú - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.66,2708204,São Brás - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.58,2708303,São José da Laje - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,73.01,2708402,São José da Tapera - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.28,2708501,São Luís do Quitunde - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,84.12,2708600,São Miguel dos Campos - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.99,2708709,São Miguel dos Milagres - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,71.97,2708808,São Sebastião - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,90.42,2708907,Satuba - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.42,2708956,Senador Rui Palmeira - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,70.26,2709004,Tanque d'Arca - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.1,2709103,Taquarana - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.41,2709152,Teotônio Vilela - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,67.31,2709202,Traipu - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.77,2709301,União dos Palmares - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.14,2709400,Viçosa - AL,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.27,2800100,Amparo do São Francisco - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.69,2800209,Aquidabã - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,94.78,2800308,Aracaju - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.99,2800407,Arauá - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.2,2800506,Areia Branca - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,93.94,2800605,Barra dos Coqueiros - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.47,2800670,Boquim - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.75,2800704,Brejo Grande - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.48,2801009,Campo do Brito - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.03,2801108,Canhoba - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.63,2801207,Canindé de São Francisco - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.76,2801306,Capela - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.83,2801405,Carira - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,87.99,2801504,Carmópolis - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,84.35,2801603,Cedro de São João - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.53,2801702,Cristinápolis - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.09,2801900,Cumbe - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.65,2802007,Divina Pastora - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,86.08,2802106,Estância - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.71,2802205,Feira Nova - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.69,2802304,Frei Paulo - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.33,2802403,Gararu - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,85.64,2802502,General Maynard - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.86,2802601,Graccho Cardoso - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.63,2802700,Ilha das Flores - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.56,2802809,Indiaroba - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,84,2802908,Itabaiana - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.16,2803005,Itabaianinha - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.71,2803104,Itabi - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.22,2803203,Itaporanga d'Ajuda - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,84.72,2803302,Japaratuba - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.94,2803401,Japoatã - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.56,2803500,Lagarto - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,87.09,2803609,Laranjeiras - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.5,2803708,Macambira - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.81,2803807,Malhada dos Bois - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.31,2803906,Malhador - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,87.28,2804003,Maruim - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.79,2804102,Moita Bonita - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.54,2804201,Monte Alegre de Sergipe - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.9,2804300,Muribeca - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.61,2804409,Neópolis - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.51,2804458,Nossa Senhora Aparecida - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.75,2804508,Nossa Senhora da Glória - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.11,2804607,Nossa Senhora das Dores - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.22,2804706,Nossa Senhora de Lourdes - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.83,2804805,Nossa Senhora do Socorro - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.52,2804904,Pacatuba - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.06,2805000,Pedra Mole - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.75,2805109,Pedrinhas - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.95,2805208,Pinhão - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,86.63,2805307,Pirambu - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,73.39,2805406,Poço Redondo - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.07,2805505,Poço Verde - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,77.66,2805604,Porto da Folha - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,85.34,2805703,Propriá - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,73.91,2805802,Riachão do Dantas - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,87.22,2805901,Riachuelo - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.11,2806008,Ribeirópolis - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,86.97,2806107,Rosário do Catete - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.43,2806206,Salgado - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.59,2806305,Santa Luzia do Itanhy - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.73,2806404,Santana do São Francisco - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.69,2806503,Santa Rosa de Lima - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,83.86,2806602,Santo Amaro das Brotas - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,91.09,2806701,São Cristóvão - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.67,2806800,São Domingos - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.98,2806909,São Francisco - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,73.97,2807006,São Miguel do Aleixo - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.65,2807105,Simão Dias - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,82.21,2807204,Siriri - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,78.59,2807303,Telha - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.92,2807402,Tobias Barreto - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,74.03,2807501,Tomar do Geru - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.87,2807600,Umbaúba - SE,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.16,2900108,Abaíra - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,80.06,2900207,Abaré - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,81.61,2900306,Acajutiba - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,72.08,2900355,Adustina - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.98,2900405,Água Fria - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,75.83,2900504,Érico Cardoso - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,79.56,2900603,Aiquara - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,92.47,2900702,Alagoinhas - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,83.37,2900801,Alcobaça - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,76.95,2900900,Almadina - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,84.76,2901007,Amargosa - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
6,Município,2,%,90.26,2901106,Amélia Rodrigues - BA,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,95251,Total,100362,Total
